Gene_symbol	Gene_Ensembl_ID	Dataset	Disease	x_labels	mean	median	sd	plot_api	MONDO	RMTL	EFO
MYCN	ENSG00000134323	PBTA	Ependymoma	Cervix - Endocervix (N = 10)	1.08	1.08	0.54		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Colon - Sigmoid (N = 373)	0.69	0.58	0.47		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Colon - Transverse (N = 406)	0.85	0.63	0.74		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Fallopian Tube (N = 9)	0.65	0.56	0.26		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Kidney - Cortex (N = 85)	1.59	1.02	1.75		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Liver (N = 226)	0.48	0.13	1.12		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Lung (N = 578)	0.69	0.29	1.5		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Minor Salivary Gland (N = 162)	6.39	4.85	5.7		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Muscle - Skeletal (N = 803)	0.14	0.09	0.17		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Nerve - Tibial (N = 619)	8.16	7.52	4.16		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Ovary (N = 180)	4.08	2.95	3.87		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Pancreas (N = 328)	0.12	0.08	0.14		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Pituitary (N = 283)	0.52	0.36	0.48		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Prostate (N = 245)	0.3	0.2	0.35		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Spleen (N = 241)	0.54	0.31	0.86		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Stomach (N = 359)	2.55	1.95	2.36		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Testis (N = 361)	6.66	6.82	1.7		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Thyroid (N = 653)	5.78	5.02	3.6		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Uterus (N = 142)	0.66	0.53	0.51		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ependymoma	Vagina (N = 156)	0.88	0.61	0.88		MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	CNS Embryonal tumor (N = 15)	78.12	17.92	200.24		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Adrenal Gland (N = 258)	0.43	0.24	0.62		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Artery - Aorta (N = 432)	0.35	0.25	0.33		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Artery - Coronary (N = 240)	1.06	0.7	1.26		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Artery - Tibial (N = 663)	0.37	0.2	0.54		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Bladder (N = 21)	1.03	0.73	0.76		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Blood (N = 755)	0.05	0.03	0.08		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Amygdala (N = 152)	2.43	2.09	1.48		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Cerebellum (N = 456)	1.01	0.96	0.52		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Cortex (N = 255)	2.84	2.68	1.3		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Hippocampus (N = 197)	3.46	2.93	2.19		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Cervix - Endocervix (N = 10)	1.08	1.08	0.54		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Colon - Sigmoid (N = 373)	0.69	0.58	0.47		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Colon - Transverse (N = 406)	0.85	0.63	0.74		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Fallopian Tube (N = 9)	0.65	0.56	0.26		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Kidney - Cortex (N = 85)	1.59	1.02	1.75		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Liver (N = 226)	0.48	0.13	1.12		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Lung (N = 578)	0.69	0.29	1.5		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Minor Salivary Gland (N = 162)	6.39	4.85	5.7		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Muscle - Skeletal (N = 803)	0.14	0.09	0.17		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Nerve - Tibial (N = 619)	8.16	7.52	4.16		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Ovary (N = 180)	4.08	2.95	3.87		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Pancreas (N = 328)	0.12	0.08	0.14		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Pituitary (N = 283)	0.52	0.36	0.48		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Prostate (N = 245)	0.3	0.2	0.35		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Spleen (N = 241)	0.54	0.31	0.86		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Stomach (N = 359)	2.55	1.95	2.36		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Testis (N = 361)	6.66	6.82	1.7		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Thyroid (N = 653)	5.78	5.02	3.6		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Uterus (N = 142)	0.66	0.53	0.51		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	CNS Embryonal tumor	Vagina (N = 156)	0.88	0.61	0.88		MONDO_0018843	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Medulloblastoma (N = 122)	25.3	5.74	53.83		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Adrenal Gland (N = 258)	0.43	0.24	0.62		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Artery - Aorta (N = 432)	0.35	0.25	0.33		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Artery - Coronary (N = 240)	1.06	0.7	1.26		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Artery - Tibial (N = 663)	0.37	0.2	0.54		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Bladder (N = 21)	1.03	0.73	0.76		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Blood (N = 755)	0.05	0.03	0.08		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Amygdala (N = 152)	2.43	2.09	1.48		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Cerebellum (N = 456)	1.01	0.96	0.52		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Cortex (N = 255)	2.84	2.68	1.3		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Hippocampus (N = 197)	3.46	2.93	2.19		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Cervix - Endocervix (N = 10)	1.08	1.08	0.54		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Colon - Sigmoid (N = 373)	0.69	0.58	0.47		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Colon - Transverse (N = 406)	0.85	0.63	0.74		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Fallopian Tube (N = 9)	0.65	0.56	0.26		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Kidney - Cortex (N = 85)	1.59	1.02	1.75		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Liver (N = 226)	0.48	0.13	1.12		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Lung (N = 578)	0.69	0.29	1.5		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Minor Salivary Gland (N = 162)	6.39	4.85	5.7		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Muscle - Skeletal (N = 803)	0.14	0.09	0.17		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Nerve - Tibial (N = 619)	8.16	7.52	4.16		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Ovary (N = 180)	4.08	2.95	3.87		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Pancreas (N = 328)	0.12	0.08	0.14		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Pituitary (N = 283)	0.52	0.36	0.48		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Prostate (N = 245)	0.3	0.2	0.35		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Spleen (N = 241)	0.54	0.31	0.86		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Stomach (N = 359)	2.55	1.95	2.36		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Testis (N = 361)	6.66	6.82	1.7		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Thyroid (N = 653)	5.78	5.02	3.6		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Uterus (N = 142)	0.66	0.53	0.51		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Vagina (N = 156)	0.88	0.61	0.88		MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Choroid plexus papilloma	Choroid plexus papilloma (N = 16)	1.59	1.1	1.39		MONDO_0009837	Relevant Molecular Target (RMTL version 1.0)	EFO_1000177
MYCN	ENSG00000134323	PBTA	Choroid plexus papilloma	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49		MONDO_0009837	Relevant Molecular Target (RMTL version 1.0)	EFO_1000177
MYCN	ENSG00000134323	PBTA	Choroid plexus papilloma	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49		MONDO_0009837	Relevant Molecular Target (RMTL version 1.0)	EFO_1000177
MYCN	ENSG00000134323	PBTA	Choroid plexus papilloma	Adrenal Gland (N = 258)	0.43	0.24	0.62		MONDO_0009837	Relevant Molecular Target (RMTL version 1.0)	EFO_1000177
MYCN	ENSG00000134323	PBTA	Choroid plexus papilloma	Artery - Aorta (N = 432)	0.35	0.25	0.33		MONDO_0009837	Relevant Molecular Target (RMTL version 1.0)	EFO_1000177
MYCN	ENSG00000134323	PBTA	Choroid plexus papilloma	Artery - Coronary (N = 240)	1.06	0.7	1.26		MONDO_0009837	Relevant Molecular Target (RMTL version 1.0)	EFO_1000177
