gene	ENSG_id	cohort	cancer_group	x_labels	mean	median	sd	efo_code	mondo_code	uberon_code	plot_api
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Pituitary (N = 283)	0.52	0.36	0.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Prostate (N = 245)	0.3	0.2	0.35	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Spleen (N = 241)	0.54	0.31	0.86	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Stomach (N = 359)	2.55	1.95	2.36	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Testis (N = 361)	6.66	6.82	1.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Thyroid (N = 653)	5.78	5.02	3.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Uterus (N = 142)	0.66	0.53	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Vagina (N = 156)	0.88	0.61	0.88	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Adamantinomatous Craniopharyngioma (N = 20)	Whole Blood (N = 755)	0.05	0.03	0.08	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Ewing sarcoma (N = 10)	3.6	3.4	3.13	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Adrenal Gland (N = 258)	0.43	0.24	0.62	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Artery - Aorta (N = 432)	0.35	0.25	0.33	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Artery - Coronary (N = 240)	1.06	0.7	1.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Artery - Tibial (N = 663)	0.37	0.2	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Bladder (N = 21)	1.03	0.73	0.76	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Amygdala (N = 152)	2.43	2.09	1.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Cerebellar Hemisphere (N = 215)	0.8	0.72	0.46	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Cerebellum (N = 241)	1.19	1.12	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Cortex (N = 255)	2.84	2.68	1.3	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Hippocampus (N = 197)	3.46	2.93	2.19	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Pituitary (N = 283)	0.52	0.36	0.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Prostate (N = 245)	0.3	0.2	0.35	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Spleen (N = 241)	0.54	0.31	0.86	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Stomach (N = 359)	2.55	1.95	2.36	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Testis (N = 361)	6.66	6.82	1.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Thyroid (N = 653)	5.78	5.02	3.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Uterus (N = 142)	0.66	0.53	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Vagina (N = 156)	0.88	0.61	0.88	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Whole Blood (N = 755)	0.05	0.03	0.08	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	High-grade glioma/astrocytoma (N = 111)	10.75	3.72	19.45	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Adrenal Gland (N = 258)	0.43	0.24	0.62	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Artery - Aorta (N = 432)	0.35	0.25	0.33	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Artery - Coronary (N = 240)	1.06	0.7	1.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Artery - Tibial (N = 663)	0.37	0.2	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Bladder (N = 21)	1.03	0.73	0.76	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Amygdala (N = 152)	2.43	2.09	1.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Cerebellar Hemisphere (N = 215)	0.8	0.72	0.46	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Cerebellum (N = 241)	1.19	1.12	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Cortex (N = 255)	2.84	2.68	1.3	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Hippocampus (N = 197)	3.46	2.93	2.19	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Pituitary (N = 283)	0.52	0.36	0.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Prostate (N = 245)	0.3	0.2	0.35	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Spleen (N = 241)	0.54	0.31	0.86	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Stomach (N = 359)	2.55	1.95	2.36	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Testis (N = 361)	6.66	6.82	1.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Thyroid (N = 653)	5.78	5.02	3.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Uterus (N = 142)	0.66	0.53	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Vagina (N = 156)	0.88	0.61	0.88	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Whole Blood (N = 755)	0.05	0.03	0.08	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Ependymoma (N = 93)	5.06	2.35	13.92	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Adrenal Gland (N = 258)	0.43	0.24	0.62	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Artery - Aorta (N = 432)	0.35	0.25	0.33	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Artery - Coronary (N = 240)	1.06	0.7	1.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Artery - Tibial (N = 663)	0.37	0.2	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Bladder (N = 21)	1.03	0.73	0.76	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Amygdala (N = 152)	2.43	2.09	1.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Cerebellar Hemisphere (N = 215)	0.8	0.72	0.46	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Cerebellum (N = 241)	1.19	1.12	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Cortex (N = 255)	2.84	2.68	1.3	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Hippocampus (N = 197)	3.46	2.93	2.19	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Ependymoma (N = 93)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
