Gene_Symbol	Disease	Dataset	Total_alterations_Over_Patients_in_dataset	Frequency_in_overall_dataset	Total_primary_tumors_mutated_Over_Primary_tumors_in_dataset	Frequency_in_primary_tumors	Total_relapse_tumors_mutated_Over_Relapse_tumors_in_dataset	Frequency_in_relapse_tumors
MALAT1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
MET	High-grade glioma/astrocytoma	PBTA	2/84	2.38%	2/51	3.92%	0/33	0.00%
SMAD2	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
RANBP17	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
AC093689.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
AL109936.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
AL592402.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
AL137127.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
RWDD4	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
MIR3924	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
GPD1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
TBX22	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
NECAP1P1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
FRG1DP	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
RNU6-1252P	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
FOXR2	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
MET	High-grade glioma/astrocytoma	PBTA	2/84	2.38%	2/51	3.92%	0/33	0.00%
RN7SL97P	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
AC105275.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
AC110597.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
RAB18	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
AC022809.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
LINC02063	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
AC090771.2	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
TRIM48	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
LINC02496	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
AL136985.3	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
AC098868.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
STMN1P2	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
KC6	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
SEMA3A	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
LINC00094	High-grade glioma/astrocytoma	PBTA	2/84	2.38%	1/51	1.96%	1/33	3.03%
AC024940.5	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
AC064875.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
HACE1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
AL356967.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
AC243312.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
LINC00958	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
SERPING1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
AC087354.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
LINC02260	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
CXCL12	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
AC016831.6	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
RPL31P35	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
EIF4A1P13	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
MIXL1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
LINC00322	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
AP001116.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
AP001979.2	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
LINC02236	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
AC023968.2	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
API5	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
AP002989.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
CCND2-AS1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
CCND2-AS1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
WNK1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
CCND2-AS1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
CCND2-AS1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
CCND2-AS1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
AL513423.1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
KCNT2	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
RNU6-274P	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
CFHR3	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
BHLHA9	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
LINC01774	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
CDC7	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
SNAPC3	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	1/33	3.03%
DUX4	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
NAT1	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
HELQ	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
LINC01309	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	1/33	3.03%
FOXR2	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	1/51	1.96%	0/33	0.00%
DUX4	High-grade glioma/astrocytoma	PBTA	1/84	1.19%	0/51	0.00%	0/33	0.00%
COL3A1	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
FN1	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
FN1	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
FN1	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
FN1	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
FN1	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
MAPK13	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
TNFAIP3	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
FN1	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
COL3A1	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
DDX60L	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
NCF2	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
FN1	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
FN1	Langerhans Cell histiocytosis	PBTA	1/4	25.00%	1/4	25.00%	0/0	
FAM131B	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
LINC01019	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	3/237	1.27%	0/51	0.00%
EWSR1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ANTXR1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
ANTXR1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
BRAF	Low-grade glioma/astrocytoma	PBTA	121/285	42.46%	108/237	45.57%	16/51	31.37%
NUP214	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
KIAA1549	Low-grade glioma/astrocytoma	PBTA	115/285	40.35%	104/237	43.88%	14/51	27.45%
ZNF160	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
CNTN4	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
OPCML	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
7SK	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	1/237	0.42%	0/51	0.00%
NBAS	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NBAS	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
HMG20A	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
JAKMIP1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
RGS7	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
LMNTD1	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
NBEA	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
MAD1L1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
NRCAM	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	2/237	0.84%	1/51	1.96%
NF1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
FGFR1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	0/51	0.00%
MTA3	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
FOCAD	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
EWSR1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
EWSR1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
EWSR1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
QKI	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	3/237	1.27%	0/51	0.00%
YAP1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ATP7A	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
EWSR1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ELK1	Low-grade glioma/astrocytoma	PBTA	4/285	1.40%	4/237	1.69%	0/51	0.00%
CP	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
YPEL1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
AC109927.1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
YAP1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
YAP1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
YAP1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NPAS2	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
PLAGL1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NBAS	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
RN7SL2	Low-grade glioma/astrocytoma	PBTA	4/285	1.40%	2/237	0.84%	2/51	3.92%
KCTD8	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
KCTD8	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NTRK2	Low-grade glioma/astrocytoma	PBTA	5/285	1.75%	4/237	1.69%	1/51	1.96%
NTRK2	Low-grade glioma/astrocytoma	PBTA	5/285	1.75%	4/237	1.69%	1/51	1.96%
FAT1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
LRRFIP1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NR2C2	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
AL445673.1	Low-grade glioma/astrocytoma	PBTA	6/285	2.11%	5/237	2.11%	1/51	1.96%
FUT8	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
SETD2	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
EPHA5	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
BCR	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
BCR	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
BCR	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
COL11A1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NRCAM	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	2/237	0.84%	1/51	1.96%
PPP2R5C	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
PPP2R5C	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
ZNF350-AS1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
DCLK2	Low-grade glioma/astrocytoma	PBTA	4/285	1.40%	4/237	1.69%	0/51	0.00%
PRDM2	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
CLU	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	1/237	0.42%	1/51	1.96%
CLU	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	1/237	0.42%	1/51	1.96%
RN7SL2	Low-grade glioma/astrocytoma	PBTA	4/285	1.40%	2/237	0.84%	2/51	3.92%
NBAS	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NBAS	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NBAS	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NRIP1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ARID1B	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ARID1B	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ARID1B	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
FYN	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
MYB	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	3/237	1.27%	0/51	0.00%
QKI	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	3/237	1.27%	0/51	0.00%
QKI	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	3/237	1.27%	0/51	0.00%
UNC79	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	1/237	0.42%	1/51	1.96%
ARHGEF10	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
LINC01949	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
AHNAK	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
IGFBP7	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
MARK2	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ST13	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
MAP4	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
RMRP	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	2/237	0.84%	1/51	1.96%
RMRP	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	2/237	0.84%	1/51	1.96%
MTAP	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
BCAS1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
CREBBP	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ELMO1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
RAF1	Low-grade glioma/astrocytoma	PBTA	5/285	1.75%	5/237	2.11%	0/51	0.00%
SMG1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
TSEN2	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ROBO1	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
KIAA1549	Low-grade glioma/astrocytoma	PBTA	115/285	40.35%	104/237	43.88%	14/51	27.45%
PTPRZ1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
CYB5R4	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	3/237	1.27%	0/51	0.00%
SRGAP2B	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	3/237	1.27%	0/51	0.00%
PWWP2AP1	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	3/237	1.27%	0/51	0.00%
MN1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
QKI	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	3/237	1.27%	0/51	0.00%
BRAF	Low-grade glioma/astrocytoma	PBTA	121/285	42.46%	108/237	45.57%	16/51	31.37%
ATRX	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
TRIM24	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
RMRP	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	2/237	0.84%	1/51	1.96%
DNAH7	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
GOPC	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
VKORC1L1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
LINC02246	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
CDK14	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
CLU	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	1/237	0.42%	1/51	1.96%
CLU	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	1/237	0.42%	1/51	1.96%
EWSR1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
EWSR1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NF1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
SPARC	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ROBO1	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
USH2A	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
AC004828.1	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	3/237	1.27%	0/51	0.00%
SCN8A	Low-grade glioma/astrocytoma	PBTA	4/285	1.40%	4/237	1.69%	0/51	0.00%
AL161935.3	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
PFKFB3	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ARID1B	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ARID1B	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
ARID1B	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
DST	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
AHCYL2	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
BRAF	Low-grade glioma/astrocytoma	PBTA	121/285	42.46%	108/237	45.57%	16/51	31.37%
BRAF	Low-grade glioma/astrocytoma	PBTA	121/285	42.46%	108/237	45.57%	16/51	31.37%
BRAF	Low-grade glioma/astrocytoma	PBTA	121/285	42.46%	108/237	45.57%	16/51	31.37%
BRAF	Low-grade glioma/astrocytoma	PBTA	121/285	42.46%	108/237	45.57%	16/51	31.37%
DGKI	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	1/237	0.42%	1/51	1.96%
NOD1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
PTN	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	1/237	0.42%	1/51	1.96%
PTN	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	1/237	0.42%	1/51	1.96%
PTPRZ1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
PTPRZ1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
SERPINA1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
SND1	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	2/237	0.84%	1/51	1.96%
TNS3	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
THBS1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
NF1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
AL139099.5	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	2/237	0.84%	0/51	0.00%
RN7SL1	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	2/237	0.84%	0/51	0.00%
AL359634.1	Low-grade glioma/astrocytoma	PBTA	4/285	1.40%	3/237	1.27%	0/51	0.00%
EPHA5	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
IQGAP1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
AHCYL2	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
BRAF	Low-grade glioma/astrocytoma	PBTA	121/285	42.46%	108/237	45.57%	16/51	31.37%
CAPZA2	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
CDK14	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
CREB3L2	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	2/237	0.84%	0/51	0.00%
HIPK2	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	1/237	0.42%	1/51	1.96%
JAZF1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
JAZF1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
JAZF1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
KIAA1549	Low-grade glioma/astrocytoma	PBTA	115/285	40.35%	104/237	43.88%	14/51	27.45%
KIAA1549	Low-grade glioma/astrocytoma	PBTA	115/285	40.35%	104/237	43.88%	14/51	27.45%
MAD1L1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	0/237	0.00%	1/51	1.96%
PTN	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	1/237	0.42%	1/51	1.96%
PTN	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	1/237	0.42%	1/51	1.96%
PTN	Low-grade glioma/astrocytoma	PBTA	2/285	0.70%	1/237	0.42%	1/51	1.96%
SND1	Low-grade glioma/astrocytoma	PBTA	3/285	1.05%	2/237	0.84%	1/51	1.96%
SSBP1	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
THADA	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
CDC5L	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
CDC5L	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
CDC5L	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
CREBBP	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
FANCD2	Low-grade glioma/astrocytoma	PBTA	1/285	0.35%	1/237	0.42%	0/51	0.00%
