symbol	geneID	prevSymbols	synonyms	name	organism
DYRK1B	9149		MIRK	DUAL SPECIFICITY TYROSINE PHOSPHORYLATION REGULATED KINASE 1B	human
BAP1	8314		HUCEP-6,KIAA0272,UCHL2	BRCA1 ASSOCIATED PROTEIN 1	human
VTCN1	79679		B7-H4,FLJ22418,B7S1,B7X,B7H4	V-SET DOMAIN CONTAINING T-CELL ACTIVATION INHIBITOR 1	human
CANT1	124583		SHAPY,SCAN-1	CALCIUM ACTIVATED NUCLEOTIDASE 1	human
PTGR2	145482	ZADH1	FLJ39091	PROSTAGLANDIN REDUCTASE 2	human
RAMP1	10267			RECEPTOR ACTIVITY MODIFYING PROTEIN 1	human
BUB1	699	BUB1L	HBUB1,BUB1A	BUB1 MITOTIC CHECKPOINT SERINE/THREONINE KINASE	human
GBP1	2633			GUANYLATE BINDING PROTEIN 1	human
SRI	6717			SORCIN	human
CDKN2B	1030		P15,MTS2,INK4B,TP15,CDK4I,P15INK4B	CYCLIN DEPENDENT KINASE INHIBITOR 2B	human
MTHFR	4524			METHYLENETETRAHYDROFOLATE REDUCTASE	human
APC2	10297		APCL	APC2, WNT SIGNALING PATHWAY REGULATOR	human
BAG3	9531			BCL2 ASSOCIATED ATHANOGENE 3	human
INPP5K	51763		SKIP	INOSITOL POLYPHOSPHATE-5-PHOSPHATASE K	human
BLCAP	10904		BC10	BLADDER CANCER ASSOCIATED PROTEIN	human
LDB1	8861		NLI,CLIM2	LIM DOMAIN BINDING 1	human
ALOX15	246		15-LOX-1	ARACHIDONATE 15-LIPOXYGENASE	human
MSH6	2956	GTBP		MUTS HOMOLOG 6	human
GSN	2934		DKFZP313L0718	GELSOLIN	human
SCLT1	132320		HCAP-1A,FLJ30655	SODIUM CHANNEL AND CLATHRIN LINKER 1	human
IDH1	3417			ISOCITRATE DEHYDROGENASE (NADP(+)) 1, CYTOSOLIC	human
SOX2	6657			SRY-BOX 2	human
PTPN11	5781	NS1	BPTP3,SH-PTP2,SHP-2,PTP2C,SHP2	PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 11	human
TK1	7083			THYMIDINE KINASE 1	human
PICALM	8301		CALM,CLTH	PHOSPHATIDYLINOSITOL BINDING CLATHRIN ASSEMBLY PROTEIN	human
STAG1	10274		SA-1,SCC3A,SA1	STROMAL ANTIGEN 1	human
CR1L	1379			COMPLEMENT C3B/C4B RECEPTOR 1 LIKE	human
GRB10	2887			GROWTH FACTOR RECEPTOR BOUND PROTEIN 10	human
CTGF	1490		IGFBP8,CCN2	CONNECTIVE TISSUE GROWTH FACTOR	human
CEBPA	1050	CEBP	C/EBP-ALPHA	CCAAT/ENHANCER BINDING PROTEIN ALPHA	human
SLC43A1	8501	POV1	R00504,PB39	SOLUTE CARRIER FAMILY 43 MEMBER 1	human
B3GNT6	192134		B3GN-T6	UDP-GLCNAC:BETAGAL BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE 6	human
TECTA	7007	DFNA12,DFNA8,DFNB21		TECTORIN ALPHA	human
ZNF442	79973		FLJ14356	ZINC FINGER PROTEIN 442	human
IL2RA	3559	IL2R,IDDM10	CD25	INTERLEUKIN 2 RECEPTOR SUBUNIT ALPHA	human
ADGRL2	23266	LPHH1,LPHN2	KIAA0786,LEC1	ADHESION G PROTEIN-COUPLED RECEPTOR L2	human
SNAPC3	6619		SNAP50,PTFBETA,MGC33124,MGC132011	SMALL NUCLEAR RNA ACTIVATING COMPLEX POLYPEPTIDE 3	human
SPINK7	84651		ECG2,ECRG2	SERINE PEPTIDASE INHIBITOR, KAZAL TYPE 7 (PUTATIVE)	human
CENPF	1063		HCP-1	CENTROMERE PROTEIN F	human
PALB2	79728		FLJ21816,FANCN	PARTNER AND LOCALIZER OF BRCA2	human
INTS6	26512	DDX26	DICE1,HDB,NOTCHL2,DBI-1,DDX26A,INT6	INTEGRATOR COMPLEX SUBUNIT 6	human
PTTG1	9232	TUTR1	PTTG,HPTTG,EAP1,SECURIN	PITUITARY TUMOR-TRANSFORMING 1	human
SLC9A3R1	9368		NHERF,EBP50	SLC9A3 REGULATOR 1	human
CDH1	999	UVO	UVOMORULIN,CD324	CADHERIN 1	human
CD74	972	DHLAG		CD74 MOLECULE	human
SSBP3	23648		CSDP,SSDP,FLJ10355,SSDP1	SINGLE STRANDED DNA BINDING PROTEIN 3	human
ITGAX	3687	CD11C	CD11C	INTEGRIN SUBUNIT ALPHA X	human
TWIST1	7291	ACS3,BPES3,TWIST,CRS	SCS,H-TWIST,BPES2,BHLHA38,CRS1	TWIST FAMILY BHLH TRANSCRIPTION FACTOR 1	human
UTP3	57050		FLJ23256,DKFZP761F222,SAS10,CRLZ1	UTP3, SMALL SUBUNIT PROCESSOME COMPONENT HOMOLOG (S. CEREVISIAE)	human
NPY	4852		PYY4	NEUROPEPTIDE Y	human
RABGGTB	5876			RAB GERANYLGERANYLTRANSFERASE BETA SUBUNIT	human
DGKE	8526		DAGK6,DGK	DIACYLGLYCEROL KINASE EPSILON	human
FST	10468		FS	FOLLISTATIN	human
GATA6	2627			GATA BINDING PROTEIN 6	human
ING3	54556		P47ING3,FLJ20089,EAF4,MEAF4	INHIBITOR OF GROWTH FAMILY MEMBER 3	human
TMEM74	157753		FLJ30668,NET36	TRANSMEMBRANE PROTEIN 74	human
MYH9	4627	DFNA17	NMMHCA,NMHC-II-A,MHA,FTNS,EPSTS	MYOSIN HEAVY CHAIN 9	human
IGFBP3	3486		IBP3,BP-53	INSULIN LIKE GROWTH FACTOR BINDING PROTEIN 3	human
MID1	4281		OS,FXY,TRIM18,RNF59	MIDLINE 1	human
ZFP36L2	678	BRF2	ERF2,RNF162C,TIS11D	ZFP36 RING FINGER PROTEIN LIKE 2	human
CDH10	1008			CADHERIN 10	human
PREX1	57580		KIAA1415,P-REX1	PHOSPHATIDYLINOSITOL-3,4,5-TRISPHOSPHATE DEPENDENT RAC EXCHANGE FACTOR 1	human
ZNF521	25925		EHZF,EVI3	ZINC FINGER PROTEIN 521	human
NGFR	4804		TNFRSF16,CD271,P75NTR	NERVE GROWTH FACTOR RECEPTOR	human
GRPR	2925		BB2,BB2R	GASTRIN RELEASING PEPTIDE RECEPTOR	human
THADA	63892		FLJ21877,KIAA1767,GITA,ARMC13	THADA, ARMADILLO REPEAT CONTAINING	human
LOX	4015			LYSYL OXIDASE	human
CD151	977		SFA-1,PETA-3,TSPAN24,RAPH	CD151 MOLECULE (RAPH BLOOD GROUP)	human
TGFBR3	7049		BETAGLYCAN,BGCAN	TRANSFORMING GROWTH FACTOR BETA RECEPTOR 3	human
BCL2	596		BCL-2,PPP1R50	BCL2, APOPTOSIS REGULATOR	human
YES1	7525		YES,C-YES,HST441	YES PROTO-ONCOGENE 1, SRC FAMILY TYROSINE KINASE	human
IL4R	3566		CD124	INTERLEUKIN 4 RECEPTOR	human
TP53RK	112858	C20ORF64	DJ101A2.2,PRPK,NORI-2P,BUD32	TP53 REGULATING KINASE	human
GTF2H1	2965		BTF2,P62,TFIIH	GENERAL TRANSCRIPTION FACTOR IIH SUBUNIT 1	human
MTA3	57504		KIAA1266	METASTASIS ASSOCIATED 1 FAMILY MEMBER 3	human
TPD52	7163		D52,HD52,N8L	TUMOR PROTEIN D52	human
PIM1	5292	PIM		PIM-1 PROTO-ONCOGENE, SERINE/THREONINE KINASE	human
PITX1	5307	BFT	PTX1,POTX	PAIRED LIKE HOMEODOMAIN 1	human
REST	5978		NRSF,XBR	RE1 SILENCING TRANSCRIPTION FACTOR	human
LIMD1	8994			LIM DOMAINS CONTAINING 1	human
DDR1	780	NTRK4,PTK3A,NEP,CAK,EDDR1	RTK6,CD167	DISCOIDIN DOMAIN RECEPTOR TYROSINE KINASE 1	human
EMP1	2012		TMP,CL-20	EPITHELIAL MEMBRANE PROTEIN 1	human
MAFA	389692		RIPE3B1,HMAFA	MAF BZIP TRANSCRIPTION FACTOR A	human
TNFRSF1B	7133	TNFR2	TNFBR,TNFR80,TNF-R75,TNF-R-II,P75,CD120B	TNF RECEPTOR SUPERFAMILY MEMBER 1B	human
NBR1	4077	M17S2	CA125,KIAA0049,1A1-3B	NBR1, AUTOPHAGY CARGO RECEPTOR	human
NCOA1	8648		SRC1,F-SRC-1,NCOA-1,KAT13A,RIP160,BHLHE74	NUCLEAR RECEPTOR COACTIVATOR 1	human
CHD9	80205		FLJ12178,KIAA0308,BC022889	CHROMODOMAIN HELICASE DNA BINDING PROTEIN 9	human
MARCH3	115123		MGC48332,MARCH-III,RNF173	MEMBRANE ASSOCIATED RING-CH-TYPE FINGER 3	human
GNAI2	2771	GNAI2B	GIP	G PROTEIN SUBUNIT ALPHA I2	human
PKHD1	5314	TIGM1	ARPKD,FCYT	POLYCYSTIC KIDNEY AND HEPATIC DISEASE 1 (AUTOSOMAL RECESSIVE)	human
HSPD1	3329	SPG13	GROEL,HSP60	HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1	human
HIST1H1B	3009	H1F5	H1.5,H1B,H1S-3	HISTONE CLUSTER 1 H1 FAMILY MEMBER B	human
PHF6	84295	BFLS,BORJ	KIAA1823,MGC14797,CENP-31	PHD FINGER PROTEIN 6	human
GALNT5	11227		GALNAC-T5	POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 5	human
PIK3CA	5290		PI3K	PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT ALPHA	human
SULF2	55959		KIAA1247,HSULF-2,SULF-2	SULFATASE 2	human
TLCD2	727910			TLC DOMAIN CONTAINING 2	human
SDC3	9672		N-SYNDECAN,SYND3	SYNDECAN 3	human
LHCGR	3973	HHG	LHR,LCGR,LGR2,ULG5	LUTEINIZING HORMONE/CHORIOGONADOTROPIN RECEPTOR	human
ING4	51147		P29ING4,MY036	INHIBITOR OF GROWTH FAMILY MEMBER 4	human
PAX5	5079		BSAP	PAIRED BOX 5	human
TIAM1	7074			T-CELL LYMPHOMA INVASION AND METASTASIS 1	human
FGF6	2251			FIBROBLAST GROWTH FACTOR 6	human
DHRS3	9249		RETSDR1,RSDR1,SDR1,RDH17,SDR16C1	DEHYDROGENASE/REDUCTASE 3	human
FBXO31	79791		FBX14,FBXO14,FBX31,MGC15419	F-BOX PROTEIN 31	human
EEF1A1	1915	EF1A,EEF1A,LENG7	EE1A1	EUKARYOTIC TRANSLATION ELONGATION FACTOR 1 ALPHA 1	human
PXN	5829			PAXILLIN	human
TAF15	8148	TAF2N	HTAFII68,RBP56,NPL3	TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 15	human
DENR	8562		DRP,DRP1,SMAP-3	DENSITY REGULATED RE-INITIATION AND RELEASE FACTOR	human
USF1	7391		UEF,MLTFI,BHLHB11	UPSTREAM TRANSCRIPTION FACTOR 1	human
CTTN	2017	EMS1		CORTACTIN	human
CREB3L2	64764		BBF2H7,TCAG_1951439	CAMP RESPONSIVE ELEMENT BINDING PROTEIN 3 LIKE 2	human
KDM5A	5927	RBBP2,JARID1A		LYSINE DEMETHYLASE 5A	human
IGSF8	93185		CD81P3,EWI2,PGRL,CD316	IMMUNOGLOBULIN SUPERFAMILY MEMBER 8	human
TP53	7157		P53,LFS1	TUMOR PROTEIN P53	human
ELL	8178	C19ORF17	MEN,ELL1,PPP1R68	ELONGATION FACTOR FOR RNA POLYMERASE II	human
ORAI2	80228	C7ORF19,TMEM142B	CBCIP2,FLJ12474,FLJ14733,H_NH0514P08.8	ORAI CALCIUM RELEASE-ACTIVATED CALCIUM MODULATOR 2	human
PLAUR	5329		URKR,UPAR,CD87	PLASMINOGEN ACTIVATOR, UROKINASE RECEPTOR	human
JAG2	3714			JAGGED 2	human
APC	324		DP2,DP3,DP2.5,PPP1R46	APC, WNT SIGNALING PATHWAY REGULATOR	human
COPS2	9318		TRIP15,ALIEN,CSN2	COP9 SIGNALOSOME SUBUNIT 2	human
NLRP8	126205	NALP8	NOD16,PAN4,CLR19.2	NLR FAMILY PYRIN DOMAIN CONTAINING 8	human
PRPF4B	8899		PRP4,PR4H,KIAA0536	PRE-MRNA PROCESSING FACTOR 4B	human
FEN1	2237	RAD2	FEN-1,MF1	FLAP STRUCTURE-SPECIFIC ENDONUCLEASE 1	human
ZDHHC3	51304		ZNF373,GODZ	ZINC FINGER DHHC-TYPE CONTAINING 3	human
COL1A1	1277		OI4	COLLAGEN TYPE I ALPHA 1 CHAIN	human
CORO1C	23603		CORONIN-3,HCRNN4	CORONIN 1C	human
FABP3	2170	MDGI,FABP11	H-FABP,O-FABP	FATTY ACID BINDING PROTEIN 3	human
ANLN	54443		ANILLIN,SCRAPS,SCRA	ANILLIN ACTIN BINDING PROTEIN	human
BOK	666		BCL2L9,BOKL,MGC4631	BOK, BCL2 FAMILY APOPTOSIS REGULATOR	human
GLI4	2738		HKR4,ZNF928	GLI FAMILY ZINC FINGER 4	human
FH	2271		FUMARASE	FUMARATE HYDRATASE	human
GOLGA5	9950		RET-II,GOLGIN-84,RFG5,GOLIM5	GOLGIN A5	human
DNMT1	1786	DNMT	MCMT,CXXC9	DNA METHYLTRANSFERASE 1	human
LOXL3	84695			LYSYL OXIDASE LIKE 3	human
SIX1	6495	DFNA23		SIX HOMEOBOX 1	human
DNAL4	10126		DJ327J16,PIG27	DYNEIN AXONEMAL LIGHT CHAIN 4	human
METTL21A	151194	FAM119A	LOC151194,HCA557B,HSPA-KMT	METHYLTRANSFERASE LIKE 21A	human
THBS2	7058		TSP2	THROMBOSPONDIN 2	human
FANCF	2188		FAF	FANCONI ANEMIA COMPLEMENTATION GROUP F	human
NFE2L2	4780		NRF2	NUCLEAR FACTOR, ERYTHROID 2 LIKE 2	human
TPM4	7171			TROPOMYOSIN 4	human
GADD45A	1647	DDIT1	GADD45	GROWTH ARREST AND DNA DAMAGE INDUCIBLE ALPHA	human
CAMK2B	816	CAMKB	CAM2,CAMK2	CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE II BETA	human
RALA	5898	RAL		RAS LIKE PROTO-ONCOGENE A	human
ITGA9	3680		RLC,ITGA4L,ALPHA-RLC	INTEGRIN SUBUNIT ALPHA 9	human
ACVR1B	91	ACVRLK4	ALK4,SKR2,ACTRIB	ACTIVIN A RECEPTOR TYPE 1B	human
CHEK2	11200	RAD53	CDS1,CHK2,HUCDS1,PP1425,BA444G7	CHECKPOINT KINASE 2	human
LY6E	4061		TSA-1,RIG-E,SCA-2	LYMPHOCYTE ANTIGEN 6 FAMILY MEMBER E	human
CEACAM7	1087	CGM2	CEA	CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 7	human
ERC1	23085	RAB6IP2	ELKS,KIAA1081,CAST2,MGC12974	ELKS/RAB6-INTERACTING/CAST FAMILY MEMBER 1	human
ANP32A	8125	C15ORF1	LANP,PP32,I1PP2A,PHAPI,MAPM,MAPMODULIN	ACIDIC NUCLEAR PHOSPHOPROTEIN 32 FAMILY MEMBER A	human
DNAJC9	23234		JDD1,SB73	DNAJ HEAT SHOCK PROTEIN FAMILY (HSP40) MEMBER C9	human
EPO	2056		EP	ERYTHROPOIETIN	human
KRAS	3845	KRAS2	KRAS1	KRAS PROTO-ONCOGENE, GTPASE	human
AXIN1	8312		PPP1R49	AXIN 1	human
GFI1B	8328		ZNF163B	GROWTH FACTOR INDEPENDENT 1B TRANSCRIPTIONAL REPRESSOR	human
ELK1	2002			ELK1, ETS TRANSCRIPTION FACTOR	human
NF1	4763			NEUROFIBROMIN 1	human
CEACAM1	634	BGP	BGP1,CD66A	CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 1	human
TMPRSS6	164656		FLJ30744	TRANSMEMBRANE PROTEASE, SERINE 6	human
KLRK1	22914	D12S2489E	NKG2D,KLR,NKG2-D,CD314	KILLER CELL LECTIN LIKE RECEPTOR K1	human
STAG2	10735		SA-2,SCC3B,SA2	STROMAL ANTIGEN 2	human
PRKCDBP	112464		SRBC,HSRBC,MGC20400,CAVIN-3,CAVIN3	PROTEIN KINASE C DELTA BINDING PROTEIN	human
IGF2BP1	10642		IMP-1	INSULIN LIKE GROWTH FACTOR 2 MRNA BINDING PROTEIN 1	human
HSPB1	3315		HSP27,HSP28,HS.76067,HSP25,CMT2F	HEAT SHOCK PROTEIN FAMILY B (SMALL) MEMBER 1	human
ZNF331	55422		RITA,ZNF463,ZNF361	ZINC FINGER PROTEIN 331	human
LRMP	4033		JAW1	LYMPHOID RESTRICTED MEMBRANE PROTEIN	human
NRXN2	9379			NEUREXIN 2	human
RAN	5901		ARA24,TC4,GSP1	RAN, MEMBER RAS ONCOGENE FAMILY	human
MERTK	10461		MER,RP38,C-EYK,TYRO12	MER PROTO-ONCOGENE, TYROSINE KINASE	human
ARHGAP25	9938		KIAA0053	RHO GTPASE ACTIVATING PROTEIN 25	human
CCNE1	898	CCNE		CYCLIN E1	human
HDAC4	9759	BDMR	KIAA0288,HDAC-A,HDACA,HD4,HA6116,HDAC-4	HISTONE DEACETYLASE 4	human
LNPEP	4012		CAP,PLAP,P-LAP,IRAP	LEUCYL AND CYSTINYL AMINOPEPTIDASE	human
UBA7	7318	UBE1L	D8,UBE2,UBA1B	UBIQUITIN LIKE MODIFIER ACTIVATING ENZYME 7	human
FN1	2335		MSF,CIG,LETS,GFND2,FINC	FIBRONECTIN 1	human
CAMK2D	817	CAMKD		CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE II DELTA	human
GATA3	2625		HDR	GATA BINDING PROTEIN 3	human
PLCD1	5333			PHOSPHOLIPASE C DELTA 1	human
PAK1	5058			P21 (RAC1) ACTIVATED KINASE 1	human
BCL7A	605	BCL7		BCL TUMOR SUPPRESSOR 7A	human
MRC1	4360	MRC1L1	CLEC13D,CD206,BA541I19.1,CLEC13DL	MANNOSE RECEPTOR C-TYPE 1	human
PPP2R1A	5518		PR65A,PP2A-AALPHA,PP2AA	PROTEIN PHOSPHATASE 2 SCAFFOLD SUBUNIT AALPHA	human
WISP3	8838		CCN6	WNT1 INDUCIBLE SIGNALING PATHWAY PROTEIN 3	human
SEPT6	23157		KIAA0128,SEP2,SEPT2,MGC16619,MGC20339	SEPTIN 6	human
CTIF	9811	KIAA0427		CAP BINDING COMPLEX DEPENDENT TRANSLATION INITIATION FACTOR	human
NBEAP1	606	BCL8	BCL8A	NEUROBEACHIN PSEUDOGENE 1	human
DHX9	1660	LKP,DDX9	RHA	DEXH-BOX HELICASE 9	human
PRKAB1	5564			PROTEIN KINASE AMP-ACTIVATED NON-CATALYTIC SUBUNIT BETA 1	human
DDX10	1662		HRH-J8	DEAD-BOX HELICASE 10	human
RALGPS2	55103		KIAA0351,FLJ10244,FLJ25604	RAL GEF WITH PH DOMAIN AND SH3 BINDING MOTIF 2	human
MAX	4149		BHLHD4,BHLHD5,BHLHD6,BHLHD7,BHLHD8	MYC ASSOCIATED FACTOR X	human
EPG5	57724	KIAA1632	HEPG5	ECTOPIC P-GRANULES AUTOPHAGY PROTEIN 5 HOMOLOG	human
BCL9	607			B-CELL CLL/LYMPHOMA 9	human
RAC2	5880		EN-7	RAS-RELATED C3 BOTULINUM TOXIN SUBSTRATE 2 (RHO FAMILY, SMALL GTP BINDING PROTEIN RAC2)	human
TRIM62	55223		FLJ10759,DEAR1	TRIPARTITE MOTIF CONTAINING 62	human
NOTCH1	4851	TAN1		NOTCH 1	human
EP400	57634	TNRC12	CAGH32,KIAA1498,P400,KIAA1818,DKFZP434I225	E1A BINDING PROTEIN P400	human
RRAS	6237			RELATED RAS VIRAL (R-RAS) ONCOGENE HOMOLOG	human
CDK7	1022		CAK1,CDKN7,MO15,STK1,CAK	CYCLIN DEPENDENT KINASE 7	human
NOD1	10392	CARD4	NLRC1,CLR7.1	NUCLEOTIDE BINDING OLIGOMERIZATION DOMAIN CONTAINING 1	human
CDH13	1012		CDHH	CADHERIN 13	human
FHIT	2272		FRA3B,AP3AASE	FRAGILE HISTIDINE TRIAD	human
PLEKHA8	84725		FAPP2,MGC3358	PLECKSTRIN HOMOLOGY DOMAIN CONTAINING A8	human
PAX7	5081		HUP1	PAIRED BOX 7	human
ZNF217	7764		ZABC1	ZINC FINGER PROTEIN 217	human
IKZF3	22806	ZNFN1A3	AIOLOS	IKAROS FAMILY ZINC FINGER 3	human
MYEOV	26579		OCIM	MYELOMA OVEREXPRESSED	human
RELB	5971		REL-B	RELB PROTO-ONCOGENE, NF-KB SUBUNIT	human
HSP90AA2P	3324	HSPCAL3,HSP90AA2	HSPCA,HSP90ALPHA	HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS A MEMBER 2, PSEUDOGENE	human
GLMN	11146	VMGLOM	FAP48,GLML,GVM,FKBPAP	GLOMULIN, FKBP ASSOCIATED PROTEIN	human
PLXNB1	5364	PLXN5	SEP,KIAA0407	PLEXIN B1	human
ENC1	8507	NRPB	PIG10,ENC-1,TP53I10,KLHL37	ECTODERMAL-NEURAL CORTEX 1	human
RGS2	5997	G0S8		REGULATOR OF G-PROTEIN SIGNALING 2	human
SSX1	6756		CT5.1	SSX FAMILY MEMBER 1	human
PTEN	5728	BZS,MHAM	MMAC1,TEP1,PTEN1	PHOSPHATASE AND TENSIN HOMOLOG	human
SOCS2	8835		STATI2,SSI2,SOCS-2,SSI-2,CIS2,CISH2	SUPPRESSOR OF CYTOKINE SIGNALING 2	human
CD53	963	MOX44	TSPAN25	CD53 MOLECULE	human
NECTIN4	81607	PVRL4	NECTIN-4,PRR4,LNIR	NECTIN CELL ADHESION MOLECULE 4	human
RABEP1	9135		NEUROCRESCIN,RAB5EP,RABPT5,RABAPTIN-5	RABAPTIN, RAB GTPASE BINDING EFFECTOR PROTEIN 1	human
REL	5966		I-REL,C-REL	REL PROTO-ONCOGENE, NF-KB SUBUNIT	human
S100A10	6281	ANX2LG,CAL1L	P11,42C,CLP11	S100 CALCIUM BINDING PROTEIN A10	human
CSMD3	114788			CUB AND SUSHI MULTIPLE DOMAINS 3	human
FOXO1	2308	FKHR,FOXO1A	FKH1	FORKHEAD BOX O1	human
PSCA	8000			PROSTATE STEM CELL ANTIGEN	human
STOML2	30968		SLP-2,HSPC108	STOMATIN LIKE 2	human
ERCC1	2067		RAD10	ERCC EXCISION REPAIR 1, ENDONUCLEASE NON-CATALYTIC SUBUNIT	human
ETS2	2114			ETS PROTO-ONCOGENE 2, TRANSCRIPTION FACTOR	human
ENO1	2023	ENO1L1,MPB1	PPH,MBP-1	ENOLASE 1	human
DACH2	117154			DACHSHUND FAMILY TRANSCRIPTION FACTOR 2	human
S100A9	6280	CAGB,CFAG	P14,MIF,NIF,LIAG,MRP14,MAC387,60B8AG,CGLB	S100 CALCIUM BINDING PROTEIN A9	human
IDNK	414328	C9ORF103	BA522I20.2,HGNTK	IDNK, GLUCONOKINASE	human
NDRG1	10397	CAP43	DRG1,RTP,TDD5,NDR1	N-MYC DOWNSTREAM REGULATED 1	human
LASP1	3927		MLN50,LASP-1	LIM AND SH3 PROTEIN 1	human
BCAS3	54828		FLJ20128	BCAS3, MICROTUBULE ASSOCIATED CELL MIGRATION FACTOR	human
AREG	374	SDGF,AREGB		AMPHIREGULIN	human
DNMT3A	1788			DNA METHYLTRANSFERASE 3 ALPHA	human
PTCH1	5727	NBCCS,PTCH	BCNS	PATCHED 1	human
RHOF	54509	ARHF	FLJ20247,RIF	RAS HOMOLOG FAMILY MEMBER F, FILOPODIA ASSOCIATED	human
MXI1	4601		MXD2,MAD2,MXI,BHLHC11	MAX INTERACTOR 1, DIMERIZATION PROTEIN	human
OLIG2	10215	PRKCBP2,BHLHB1	RACK17,OLIGO2,BHLHE19	OLIGODENDROCYTE TRANSCRIPTION FACTOR 2	human
PTPRT	11122		RPTPRHO,KIAA0283	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE T	human
SETD2	29072		HYPB,HIF-1,KIAA1732,FLJ23184,KMT3A	SET DOMAIN CONTAINING 2	human
LATS1	9113		WARTS	LARGE TUMOR SUPPRESSOR KINASE 1	human
NF2	4771		MERLIN,ACN,SCH,BANF	NEUROFIBROMIN 2	human
IFNAR1	3454	IFNAR	IFRC	INTERFERON ALPHA AND BETA RECEPTOR SUBUNIT 1	human
MDM4	4194		MDMX,HDMX	MDM4, P53 REGULATOR	human
DAXX	1616		DAP6	DEATH DOMAIN ASSOCIATED PROTEIN	human
LPP	4026			LIM DOMAIN CONTAINING PREFERRED TRANSLOCATION PARTNER IN LIPOMA	human
ADAMTS18	170692	ADAMTS21		ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 18	human
E2F2	1870		E2F-2	E2F TRANSCRIPTION FACTOR 2	human
WNK2	65268	SDCCAG43,PRKWNK2	NY-CO-43,KIAA1760	WNK LYSINE DEFICIENT PROTEIN KINASE 2	human
SH3BGRL2	83699			SH3 DOMAIN BINDING GLUTAMATE RICH PROTEIN LIKE 2	human
MUC1	4582	PUM,MCKD1	CD227,PEM,ADMCKD,ADMCKD1,MCKD,MCD	MUCIN 1, CELL SURFACE ASSOCIATED	human
KLK6	5653	PRSS9,PRSS18	BSSP,KLK7,NEUROSIN	KALLIKREIN RELATED PEPTIDASE 6	human
SSX4	6759		CT5.4	SSX FAMILY MEMBER 4	human
DSG2	1829		CDHF5	DESMOGLEIN 2	human
TBX22	50945	CPX,CLPA		T-BOX 22	human
SRC	6714	SRC1	ASV,C-SRC	SRC PROTO-ONCOGENE, NON-RECEPTOR TYROSINE KINASE	human
SUZ12	23512		JJAZ1,KIAA0160,CHET9	SUZ12 POLYCOMB REPRESSIVE COMPLEX 2 SUBUNIT	human
SEPT9	10801	MSF	MSF1,KIAA0991,PNUTL4,AF17Q25,SEPTD1	SEPTIN 9	human
NRCAM	4897		KIAA0343,BRAVO	NEURONAL CELL ADHESION MOLECULE	human
ZFP64	55734	ZNF338	FLJ10734,DJ831D17.1,FLJ12628,DJ548G19.1	ZFP64 ZINC FINGER PROTEIN	human
CDK6	1021		PLSTIRE	CYCLIN DEPENDENT KINASE 6	human
MCL1	4170		BCL2L3,MCL-1	BCL2 FAMILY APOPTOSIS REGULATOR	human
CDK4	1019		PSK-J3	CYCLIN DEPENDENT KINASE 4	human
SOX4	6659			SRY-BOX 4	human
PAEP	5047		PEP,PP14,GDA,GDS,GDF,PAEG,GD,MGC138509,MGC142288	PROGESTAGEN ASSOCIATED ENDOMETRIAL PROTEIN	human
BRCA2	675	FANCD1,FACD,FANCD	FAD,FAD1,BRCC2,XRCC11	BRCA2, DNA REPAIR ASSOCIATED	human
S100A8	6279	CAGA,CFAG	P8,MRP8,60B8AG,CGLA	S100 CALCIUM BINDING PROTEIN A8	human
CNTN4	152330		BIG-2	CONTACTIN 4	human
CRTC2	200186		TORC2	CREB REGULATED TRANSCRIPTION COACTIVATOR 2	human
GATA2	2624		NFE1B	GATA BINDING PROTEIN 2	human
PAX2	5076			PAIRED BOX 2	human
ACADM	34		MCAD,MCADH,ACAD1	ACYL-COA DEHYDROGENASE, C-4 TO C-12 STRAIGHT CHAIN	human
TP73	7161		P73	TUMOR PROTEIN P73	human
CCNF	899		FBX1,FBXO1	CYCLIN F	human
RBM39	9584	RNPC2	CC1.3,HCC1,CAPER,FSAP59,CAPERALPHA	RNA BINDING MOTIF PROTEIN 39	human
ZDHHC7	55625		FLJ10792,ZNF370,FLJ20279,SERZ-B,SERZ1	ZINC FINGER DHHC-TYPE CONTAINING 7	human
EIF3A	8661	EIF3,EIF3S10	EIF3-THETA,EIF3-P170,KIAA0139,EIF3A,TIF32	EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT A	human
EZH2	2146		EZH1,ENX-1,KMT6,KMT6A	ENHANCER OF ZESTE 2 POLYCOMB REPRESSIVE COMPLEX 2 SUBUNIT	human
